Product,Total_Revenue,Total_Quantity,Total_Invoices,Avg_UnitPrice
SMALL CAMPHOR WOOD FIELD  MUSHROOM,215.67999999999998,121,41,2.4429268292682926
SMALL CERAMIC TOP STORAGE JAR ,4476.009999999999,5847,231,1.0025210084033613
SMALL CHINESE STYLE SCISSOR,4335.76,13328,54,0.4014814814814815
SMALL CHOCOLATES PINK BOWL,956.4599999999999,1858,246,0.6337903225806452
SMALL CHUNKY GLASS ROMAN  BOWL,214.73000000000002,159,15,3.048666666666667
SMALL DECO JEWELLERY STAND,2005.81,243,79,8.972278481012658
SMALL DOLLY MIX DESIGN ORANGE BOWL,2564.99,5030,527,0.6323408239700373
SMALL FOLDING SCISSOR(POINTED EDGE),360.71,2892,70,0.13614285714285712
SMALL FOLKART STAR CHRISTMAS DEC,350.48,1245,54,0.860909090909091
SMALL GLASS HEART TRINKET POT,9798.980000000001,4246,541,2.8415313653136534
SMALL GLASS SUNDAE DISH CLEAR,984.4699999999999,739,63,1.942063492063492
SMALL HAMMERED SILVER CANDLEPOT ,1107.91,361,50,3.35
SMALL HANGING GLASS+ZINC LANTERN,62.349999999999994,43,8,1.45
SMALL HANGING IVORY/RED WOOD BIRD,1302.31,2660,261,0.5927611940298507
SMALL HEART FLOWERS HOOK ,1540.4499999999998,1761,172,1.1178612716763006
SMALL HEART MEASURING SPOONS,2754.16,2847,472,1.2229853862212943
SMALL IVORY HEART WALL ORGANISER,5138.6,1020,152,6.2221710526315785
SMALL JEWELLERY STAND,132.0,16,6,8.25
SMALL KITCHEN FLOWER POTS PLAQUE,331.5,50,37,6.668918918918919
SMALL LICORICE DES PINK BOWL,436.78,574,85,1.0889411764705883
SMALL MARSHMALLOWS PINK BOWL,1982.98,3748,447,0.679671052631579
SMALL MEDINA STAMPED METAL BOWL ,612.1,771,47,1.258723404255319
SMALL PARISIENNE HEART PHOTO FRAME ,2239.2400000000002,939,142,2.7882394366197185
SMALL PARLOUR FRAME,106.98000000000002,42,2,2.6900000000000004
SMALL PARLOUR PICTURE FRAME,462.45,165,33,2.8782352941176472
SMALL PINK GLASS SUNDAE DISH,476.38,939,40,1.1465
SMALL PINK MAGIC CHRISTMAS TREE,282.38,645,40,0.6804878048780487
SMALL POLKADOT CHOCOLATE GIFT BAG ,819.64,943,52,1.0317307692307691
SMALL POP BOX FUNKY MONKEY,353.98,258,87,1.5590909090909089
"SMALL POP BOX,FUNKY MONKEY",216.47,152,34,1.5923529411764705
SMALL POPCORN HOLDER,17045.8,20149,589,1.0751602023608768
SMALL PURPLE BABUSHKA NOTEBOOK ,1187.96,1687,251,0.9793280632411067
SMALL RED BABUSHKA NOTEBOOK ,1350.4699999999998,1951,266,1.0024253731343282
SMALL RED RETROSPOT MUG IN BOX ,2354.4,948,116,4.214017094017094
SMALL RED RETROSPOT WINDMILL,3766.93,3075,226,1.469078947368421
SMALL REGAL  SILVER CANDLEPOT ,840.33,307,24,3.395
SMALL ROUND CUT GLASS CANDLESTICK,760.39,161,33,5.201212121212122
SMALL SILVER FLOWER CANDLE POT,857.6800000000001,284,41,3.365609756097561
SMALL SILVER TRELLIS CANDLEPOT,672.4000000000001,224,33,3.3015151515151517
SMALL SINGLE FLAME CANDLE HOLDER,11.549999999999999,33,6,0.3499999999999999
SMALL SKULL WINDMILL,645.61,485,54,1.5116666666666665
SMALL SQUARE CUT GLASS CANDLESTICK,1106.54,187,51,6.9253846153846155
SMALL STRIPES CHOCOLATE GIFT BAG ,594.51,867,28,0.874642857142857
SMALL TAHITI BEACH BAG,18.6,4,1,4.65
SMALL TALL CAMPHOR WOOD TOADSTOOL,217.89,142,34,2.119705882352941
SMALL WHITE HEART OF WICKER,8438.539999999999,4716,629,1.7480124223602485
SMALL WHITE RETROSPOT MUG IN BOX ,1384.3,729,86,3.8707954545454544
SMALL WHITE/PINK ROSE ART FLOWER,120.07000000000001,107,9,1.2077777777777778
SMALL YELLOW BABUSHKA NOTEBOOK ,758.13,1010,217,0.9668036529680365
SMALL ZINC HEART WALL ORGANISER,5416.18,1541,45,5.675777777777777
SMALL ZINC/GLASS CANDLEHOLDER,78.92999999999999,53,8,1.8175
SMALLFOLKART BAUBLE CHRISTMAS DEC,361.81,688,41,1.430731707317073
SMOKEY GREY COLOUR D.O.F. GLASS,204.79,587,26,0.3522222222222222
SMOKEY GREY COLOUR GLASS,84.75999999999999,236,15,0.426
SNACK TRAY HAPPY FOREST  ,234.92,116,25,2.2116
SNACK TRAY I LOVE LONDON,358.75,169,35,2.6265714285714283
SNACK TRAY PAISLEY PARK,367.34999999999997,179,32,2.5823529411764703
SNACK TRAY RED GINGHAM,125.72,60,14,2.417142857142857
SNACK TRAY RED VINTAGE DOILY,400.03999999999996,198,37,2.4010526315789473
SNOWFLAKE PORTABLE TABLE LIGHT ,1557.65,529,127,3.042093023255814
SNOWSTORM PHOTO FRAME FRIDGE MAGNET,500.90999999999997,591,57,0.9998245614035087
SOAP DISH BROCANTE,2070.73,719,110,3.2954545454545454
SOFT PINK ROSE TOWEL ,952.83,273,124,3.4126612903225806
SOLDIERS EGG CUP ,10858.31,9073,418,1.4978199052132701
SOMBRERO ,5716.85,4415,61,1.812295081967213
SPACE BOY CHILDRENS CUP,145.76,131,6,1.4183333333333332
SPACE CADET BLACK,64.24,52,19,1.2942105263157895
SPACE CADET RED,159.7,131,33,1.1894117647058824
SPACE CADET WHITE,117.78,97,30,1.3816666666666668
SPACE FROG,233.52,174,56,1.5507142857142857
SPACE OWL,315.75,255,68,1.5561764705882353
SPACEBOY BEAKER,3112.34,2628,184,1.5186559139784948
SPACEBOY BIRTHDAY CARD,3387.5699999999997,8161,527,0.5244318181818182
SPACEBOY CHILDRENS BOWL,2890.3500000000004,2430,214,1.4357009345794394
SPACEBOY CHILDRENS CUP,2557.57,2050,216,1.5344239631336405
SPACEBOY CHILDRENS EGG CUP,1624.63,1204,186,1.544627659574468
SPACEBOY GIFT WRAP,2673.34,6527,208,0.41865384615384615
SPACEBOY LUNCH BOX ,25719.02,14249,900,2.193337016574586
SPACEBOY MINI BACKPACK,4697.54,1102,233,4.537829787234043
SPACEBOY MINI RUCKSACK,53.95,13,4,4.15
SPACEBOY ROCKET LOLLY MAKERS,1475.03,662,113,2.7042982456140354
SPACEBOY TV DINNER TRAY,1636.27,303,132,6.867651515151515
SPACEBOY WALL ART,885.9000000000001,306,13,3.582307692307692
SPOTS ON RED BOOKCOVER TAPE,6.72,16,5,0.42000000000000004
SPOTTED WHITE NATURAL SEED NECKLACE,72.0,72,7,1.0
SPOTTY BUNTING,42513.48,8320,1140,5.52396013864818
SPOTTY PINK DUCK DOORSTOP,1282.81,285,117,5.934786324786325
SPRIG LAVENDER ARTIFICIAL FLOWER,160.48,224,10,1.001
SQUARE CHERRY BLOSSOM CABINET,719.5500000000001,129,19,5.569047619047619
SQUARE FLOOR CUSHION VINTAGE RED,672.05,71,42,10.515714285714285
SQUARE METAL CANDLEHOLDER BASE,36.519999999999996,52,8,0.8099999999999999
SQUARE MINI PORTRAIT FRAME,556.17,277,52,2.273396226415094
SQUARECUSHION COVER PINK UNION FLAG,506.34000000000003,72,32,7.460625
SQUARECUSHION COVER PINK UNION JACK,581.23,173,42,7.178571428571429
ST GEORGE SET OF 10 PARTY LIGHTS,5.9,2,2,2.95
ST TROPEZ NECKLACE,224.12,45,35,4.9874285714285715
STANDING FAIRY POLE SUPPORT ,278.5,346,22,0.8322727272727272
STAR  T-LIGHT HOLDER ,270.22999999999996,158,29,2.007
STAR DECORATION PAINTED ZINC ,1233.91,4679,180,0.44655913978494627
STAR DECORATION RUSTIC,1133.61,2452,142,0.5784563758389262
STAR PORTABLE TABLE LIGHT ,887.6500000000001,299,49,3.8757142857142854
STAR T-LIGHT HOLDER WILLIE WINKIE,2004.9999999999998,1180,119,2.0156666666666667
STAR WOODEN CHRISTMAS DECORATION,2423.0,2684,221,1.121936936936937
STAR WREATH DECORATION WITH BELL,2138.42,1682,152,1.4865806451612902
STARFISH SOAP DISH,189.75,74,25,3.488076923076923
STARS GIFT TAPE ,725.4200000000001,1653,133,0.6445864661654136
STEEL SWEETHEART ROUND TABLE CREAM,699.63,41,24,18.561666666666664
STOOL HOME SWEET HOME ,2860.58,237,114,12.967478260869566
STOP FOR TEA WALL ART,2572.7,518,41,5.775853658536586
STORAGE TIN HOME SWEET HOME,621.44,275,56,3.0989285714285715
STORAGE TIN VINTAGE DOILEY ,23.13,7,2,4.34
STORAGE TIN VINTAGE DOILY ,3704.78,1272,190,3.4103125
STORAGE TIN VINTAGE LEAF,2003.1000000000001,772,104,2.9224770642201836
STRAWBERRIES  DESIGN FLANNEL ,373.34,358,105,1.3124528301886793
STRAWBERRY   PICNIC BAG,4898.849999999999,1707,251,3.405555555555556
STRAWBERRY BATH SPONGE ,1745.43,1232,228,1.7937554585152837
STRAWBERRY CERAMIC TRINKET BOX,14117.58,10473,706,1.6572816901408451
STRAWBERRY CERAMIC TRINKET POT,2131.2200000000003,1369,125,1.7832539682539683
STRAWBERRY CHARLOTTE BAG,12548.15,9793,722,1.2022176308539945
STRAWBERRY DREAM CHILDS UMBRELLA,270.56,80,35,3.5517142857142856
STRAWBERRY FAIRY CAKE TEAPOT,4132.88,795,200,6.036470588235295
STRAWBERRY HONEYCOMB  GARLAND ,1610.9199999999998,1290,109,1.9194594594594594
STRAWBERRY LUNCH BOX WITH CUTLERY,9735.38,3933,573,3.130447504302926
STRAWBERRY RAFFIA FOOD COVER,2220.59,639,163,3.6676073619631904
STRAWBERRY SHOPPER BAG,3561.98,2855,412,1.6730215827338129
STRAWBRY SCENTED VOTIVE CANDLE,267.45,1101,24,0.26666666666666666
"STRING OF 8 BUTTERFLIES,PINK",41.24999999999999,25,6,1.65
STRING OF STARS CARD HOLDER,250.22000000000003,78,15,3.5340000000000003
STRIPES DESIGN MONKEY DOLL,118.72999999999999,39,22,3.4263636363636363
STRIPES DESIGN TEDDY,142.79999999999998,56,30,2.55
STRIPEY CHOCOLATE NESTING BOXES,1061.41,355,110,3.314363636363636
STRIPY DESIGN SHOWER CAP,70.57,197,15,0.6739999999999999
SUKI  SHOULDER BAG,6298.61,3393,530,2.336911487758945
SUMMER BUTTERFLIES BAG CHARM,134.53,54,31,2.485483870967742
SUMMER DAISIES BAG CHARM,417.96,167,88,2.4803409090909088
SUMMER FUN DESIGN SHOWER CAP,116.32999999999998,325,18,0.5566666666666666
SUNFLOWER DECORATIVE PARASOL,895.46,125,42,10.163571428571428
SUNJAR LED NIGHT NIGHT LIGHT,48.39,3,2,16.13
SUNSET CHECK HAMMOCK,1657.42,192,62,10.798870967741935
SUNSET COLOUR CHUNKY KNITTED THROW,720.93,60,39,11.514871794871794
SWALLOW SQUARE TISSUE BOX,732.39,1596,145,0.6958169934640523
SWALLOW WOODEN CHRISTMAS DECORATION,1414.4599999999998,1538,173,1.0933333333333333
SWALLOWS GREETING CARD,2237.89,5527,274,0.4638181818181818
SWEET HEART CAKE CARRIER,795.5799999999999,80,44,10.365454545454545
SWEET PUDDING STICKER SHEET,95.52999999999999,98,36,1.1297222222222223
SWEETHEART 3 TIER CAKE STAND ,3371.58,284,158,12.072264150943397
SWEETHEART BIRD HOUSE,3041.21,847,94,4.551500000000001
SWEETHEART CAKESTAND 3 TIER,9687.3,958,377,11.18424403183024
SWEETHEART CARRY-ALL BASKET,76.44,6,6,12.74
SWEETHEART CERAMIC TRINKET BOX,7617.280000000001,6054,509,1.5708023483365947
SWEETHEART CREAM STEEL TABLE RECT,618.66,27,21,23.759999999999998
SWEETHEART RECIPE BOOK STAND,8571.25,1211,368,8.111132075471698
SWEETHEART WALL TIDY ,1007.0799999999999,108,43,9.900930232558139
SWEETHEART WIRE FRUIT BOWL,1623.08,207,89,8.717191011235956
SWEETHEART WIRE MAGAZINE RACK,2784.9,326,182,9.025934065934067
SWEETHEART WIRE WALL TIDY,2295.43,227,109,10.87275229357798
SWEETIES  STICKERS,277.24,301,50,1.1344
SWIRLY CIRCULAR RUBBERS IN BAG,178.97,472,59,0.5913559322033899
SWISS CHALET TREE DECORATION ,598.8199999999999,1385,119,0.6728455284552844
SWISS ROLL TOWEL PINK  SPOTS,1913.6899999999998,706,39,3.641282051282051
"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",1651.02,900,94,2.9389473684210525
"SWISS ROLL TOWEL, PINK  SPOTS",971.44,653,43,2.4974418604651163
T-LIGHT GLASS FLUTED ANTIQUE,9873.880000000001,7955,345,1.5130057803468209
T-LIGHT HOLDER HANGING LACE,831.26,839,82,1.318170731707317
T-LIGHT HOLDER HANGING LOVE BIRD,2032.77,542,101,3.961287128712871
T-LIGHT HOLDER SILVER HEART HANDLE,399.71,199,28,2.3906896551724137
T-LIGHT HOLDER SILVER PETIT FOUR ,232.42000000000002,184,16,1.325625
T-LIGHT HOLDER SILVER SAUCER,42.919999999999995,44,8,1.3299999999999998
T-LIGHT HOLDER SWEETHEART HANGING,1657.02,844,138,2.159928057553957
T-LIGHT HOLDER WHITE LACE,512.93,588,68,1.1177941176470587
TABLE LAMP WHITE SHADE WOOD BASE,434.12,78,20,6.554
TABLECLOTH RED APPLES DESIGN ,3027.3799999999997,305,122,10.172682926829268
TALL ROCOCO CANDLE HOLDER,770.59,93,20,9.6295
TEA BAG PLATE RED RETROSPOT,3583.29,4084,358,1.0849861495844875
TEA COSY BLUE STRIPE,877.38,250,105,4.214476190476191
TEA COSY RED  STRIPE,1091.05,369,121,3.744262295081967
TEA FOR ONE POLKADOT,2108.18,420,168,5.823214285714285
TEA PARTY  WRAPPING PAPER ,929.0,2250,75,0.4189333333333333
TEA PARTY BIRTHDAY CARD,1873.71,4368,362,0.5336263736263736
TEA TIME BREAKFAST BASKET,2.1,1,1,2.1
TEA TIME DES TEA COSY,1116.72,388,110,3.303
TEA TIME KITCHEN APRON,3414.5000000000005,602,133,6.340522388059702
TEA TIME OVEN GLOVE,2927.55,2180,315,1.6214511041009463
TEA TIME PARTY BUNTING,12926.42,2578,467,6.160726495726495
TEA TIME TABLE CLOTH,1769.25,187,33,12.030000000000001
TEA TIME TEA SET IN GIFT BOX,906.83,133,49,6.676530612244897
TEA TIME TEA TOWELS ,6045.0,2600,2,2.325
TEA TIME TEAPOT IN GIFT BOX,2360.68,380,113,7.21141592920354
TEAL/FUSCHIA COL BEAD NECKLACE,94.43,19,13,4.979230769230769
TEATIME FUNKY FLOWER BACKPACK FOR 2,732.2299999999999,66,53,11.164716981132074
TEATIME GEL PENS ASST,82.08,504,5,0.24
TEATIME PEN CASE & PENS,55.25,65,14,0.85
TEATIME PUSH DOWN RUBBER,115.3,479,13,0.5892307692307692
TEATIME ROUND PENCIL SHARPENER ,205.29999999999998,1460,67,0.3280882352941176
THE KING GIFT BAG,13.0,20,8,0.65
THE KING GIFT BAG 25x24x12cm,11.76,28,8,0.42
THREE CANVAS LUGGAGE TAGS,243.49,150,48,1.8197916666666665
THREE MINI HANGING FRAMES,610.0,142,50,4.540566037735849
TIGRIS EYE CHUNKY CHARM BRACELET,210.04,23,20,9.1395
TINY CRYSTAL BRACELET BLUE,12.52,5,5,2.504
TINY CRYSTAL BRACELET GREEN,25.279999999999998,10,5,2.506
TINY CRYSTAL BRACELET RED,2.48,1,1,2.48
TOADSTOOL BEDSIDE LIGHT ,2207.5499999999997,249,105,8.936792452830188
TOADSTOOL MONEY BOX,2549.11,817,184,3.657795698924731
TOAST ITS - BEST MUM,1007.71,799,95,1.5822105263157895
TOAST ITS - DINOSAUR,23.75,19,10,1.25
TOAST ITS - FAIRY FLOWER,703.3,642,151,1.219078947368421
TOAST ITS - HAPPY BIRTHDAY,493.29,411,108,1.1811111111111112
TOAST ITS - I LOVE YOU ,992.58,789,120,1.3647967479674796
TOILET METAL SIGN,2155.8900000000003,3883,405,0.7287931034482759
TOILET SIGN OCCUPIED OR VACANT,3688.2099999999996,3741,433,1.5304347826086955
TOMATO CHARLIE+LOLA COASTER SET,905.55,512,88,2.508522727272727
TOOL BOX SOFT TOY ,1764.6399999999999,178,105,10.455428571428572
TOOTHPASTE TUBE PEN,776.1,1273,205,1.0353846153846153
TOP SECRET PEN SET,57.5,46,10,1.25
TOTE BAG I LOVE LONDON,2633.28,1288,136,2.6674264705882353
TOXIC AREA  DOOR HANGER ,792.98,1462,162,0.9853658536585366
TOY TIDY DOLLY GIRL DESIGN,1472.85,713,162,2.869320987654321
TOY TIDY PINK POLKADOT,7433.74,3439,469,3.0202536997885834
TOY TIDY SPACEBOY  ,2815.46,1312,285,2.6916433566433566
TOYBOX  WRAP ,288.92,726,23,0.4165217391304348
TRADITIONAL CHRISTMAS RIBBONS,4655.2,3245,359,1.6685439560439561
TRADITIONAL KNITTING NANCY,10053.65,6148,609,1.8817932148626817
TRADITIONAL MODELLING CLAY,9572.32,8144,389,1.4223907455012852
TRADITIONAL NAUGHTS & CROSSES,6406.91,2841,257,1.8921374045801527
TRADITIONAL PICK UP STICKS GAME ,4931.87,2772,276,1.431118881118881
TRADITIONAL WOODEN CATCH CUP GAME ,4317.16,3192,412,1.6051196172248803
TRADITIONAL WOODEN SKIPPING ROPE,10504.85,8130,425,1.592523148148148
TRADTIONAL ALPHABET STAMP SET,4717.66,954,192,5.3034693877551025
TRANQUILITY MASALA INCENSE,42.0,200,7,0.21
TRANSPARENT ACRYLIC TAPE DISPENSER,42.58,40,17,1.3088235294117647
TRAVEL CARD WALLET FLOWER MEADOW,762.75,1758,173,0.5191907514450866
TRAVEL CARD WALLET I LOVE LONDON,2126.55,4733,241,0.5217213114754098
TRAVEL CARD WALLET KEEP CALM,5262.82,12366,534,0.49730483271375464
TRAVEL CARD WALLET PANTRY,903.16,2002,221,0.6030357142857142
TRAVEL CARD WALLET RETRO PETALS,674.11,1544,105,0.4817592592592593
TRAVEL CARD WALLET RETROSPOT,956.94,2194,218,0.5283105022831049
TRAVEL CARD WALLET SKULLS,914.37,2119,192,0.5232474226804124
TRAVEL CARD WALLET SUKI,1058.64,2381,266,0.5419402985074626
TRAVEL CARD WALLET TRANSPORT,1368.28,3169,278,0.5197132616487455
TRAVEL CARD WALLET UNION JACK,1094.93,2545,222,0.49327354260089684
TRAVEL CARD WALLET VINTAGE LEAF,578.48,1350,117,0.48307692307692307
TRAVEL CARD WALLET VINTAGE ROSE ,226.2,542,53,0.41888888888888887
TRAVEL CARD WALLET VINTAGE TICKET,2094.93,4801,408,0.5296385542168675
TRAVEL SEWING KIT,8612.07,5091,467,1.9708723404255317
"TRAY, BREAKFAST IN BED",3491.8599999999997,275,80,14.710749999999999
TREASURE AHOY WALL ART,833.46,270,16,3.585
TREASURE ISLAND BOOK BOX,5521.29,2532,267,2.702074074074074
TREASURE TIN BUFFALO BILL ,3024.63,1470,214,2.2825345622119815
TREASURE TIN GYMKHANA DESIGN,4669.55,2165,363,2.4851092896174864
TREE T-LIGHT HOLDER WILLIE WINKIE,562.2199999999999,364,44,1.916818181818182
TRIANGULAR POUFFE VINTAGE ,1161.65,63,33,21.74878787878788
TRIPLE HOOK ANTIQUE IVORY ROSE,2645.26,798,227,3.5144155844155844
TRIPLE PHOTO FRAME CORNICE ,7173.549999999999,774,218,10.27288990825688
TRIPLE WIRE HOOK IVORY HEART,766.1,182,52,4.535769230769231
TRIPLE WIRE HOOK PINK HEART,272.91,79,25,4.2404
TROPICAL  HONEYCOMB PAPER GARLAND ,2987.82,1240,101,3.166153846153846
TROPICAL HOLIDAY PURSE ,81.66,32,18,2.5416666666666665
TROPICAL LUGGAGE TAG,105.91,73,33,1.720909090909091
TROPICAL PASSPORT COVER ,439.65,262,99,2.136767676767677
TUB 24 PINK FLOWER PEGS,271.03999999999996,164,58,1.6734482758620688
TUMBLER BAROQUE,266.19,525,40,0.9255000000000001
TUMBLER NEW ENGLAND,551.1899999999999,1261,53,1.408867924528302
"TUMBLER, BAROQUE",84.03999999999999,56,7,4.595714285714286
"TUMBLER, NEW ENGLAND",182.29999999999998,142,14,3.643571428571429
TURQ ICE CREAM BUM BAG ,63.209999999999994,19,8,4.08125
TURQ PENDANT TRIPLE SHELL NECKLACE,52.31,10,8,5.3012500000000005
TURQ STONE/CRYSTAL EARRINGS,113.97,39,31,2.9183870967741936
TURQ+RED BOUDICCA LARGE BRACELET,377.04,54,26,7.003076923076923
TURQUOISE BERTIE GLASS BEAD CHARM,69.85,77,7,1.4785714285714284
TURQUOISE CHRISTMAS TREE ,6.25,5,4,1.25
TURQUOISE CRYSTAL+GLASS BRACELET,119.23,24,11,4.986363636363636
TURQUOISE GLASS TASSLE BAG CHARM ,121.38000000000001,57,20,2.035
TURQUOISE HEART OF GLASS BRACELET,53.42,9,5,5.924
TUSCAN VILLA BIRD FEEDER,148.63,17,9,9.181111111111111
TUSCAN VILLA BIRD TABLE ,156.75,19,11,8.25
TUSCAN VILLA DOVECOTE,99.0,12,4,8.25
TUSCAN VILLA DOVECOTE BIRD FEEDER,399.03,43,23,10.403478260869566
TUSCAN VILLA FEEDING STATION,99.0,12,7,8.25
TV DINNER TRAY AIR HOSTESS ,1502.02,419,105,5.730857142857143
TV DINNER TRAY DOLLY GIRL,1527.01,320,107,6.182429906542056
TV DINNER TRAY VINTAGE PAISLEY,1623.04,503,112,5.063124999999999
TWO DOOR CURIO CABINET,2577.45,212,83,12.538554216867471
UBO-LIGHT TRIOBASE BLUE,3.4,4,2,0.85
UBO-LIGHT TRIOBASE PURPLE,4.25,5,3,0.85
UNION FLAG WINDSOCK,426.94,387,22,1.345
UNION JACK FLAG LUGGAGE TAG,1292.38,747,193,1.9597938144329896
UNION JACK FLAG PASSPORT COVER ,2041.69,828,184,2.863763440860215
UNION JACK HOT WATER BOTTLE ,139.86,13,3,10.453333333333333
UNION STRIPE CUSHION COVER ,503.75,403,65,1.25
UNION STRIPE WITH FRINGE  HAMMOCK,6944.360000000001,898,208,9.187081339712918
URBAN BLACK RIBBONS ,869.1,848,184,1.0584491978609627
UTILTY CABINET WITH HOOKS,2610.29,131,6,21.771666666666665
VANILLA INCENSE 40 CONES IN TIN,36.25,29,12,1.25
VANILLA INCENSE IN TIN,920.67,2084,95,0.7027272727272726
VANILLA SCENT CANDLE JEWELLED BOX,2696.48,1396,106,4.566851851851852
VEGETABLE GARDEN CHOPPING BOARD,382.44,76,22,6.240909090909091
VEGETABLE MAGNETIC  SHOPPING LIST,49.8,36,3,1.3833333333333335
VICTORIAN  METAL POSTCARD SPRING,3206.0,2869,177,1.8941208791208792
VICTORIAN GLASS HANGING T-LIGHT,33146.82,24275,1037,1.6440249759846302
VICTORIAN SEWING BOX LARGE,7674.799999999999,532,163,17.17723926380368
VICTORIAN SEWING BOX MEDIUM,6901.42,688,261,11.262595419847328
VICTORIAN SEWING BOX SMALL ,7077.200000000001,1179,285,7.013789473684211
VICTORIAN SEWING KIT,2822.58,2518,140,1.3965248226950355
VILLAGE SHOW WALL ART,2072.42,386,18,5.735555555555556
VINTAGE  2 METER FOLDING RULER,3073.72,1844,181,1.8808196721311474
VINTAGE  2 METRE FOLDING RULER,3374.0499999999997,1627,152,1.9993506493506492
VINTAGE BEAD COSMETIC BAG ,156.85,57,35,2.699444444444444
VINTAGE BEAD NOTEBOOK,433.19,150,52,3.3453846153846154
VINTAGE BEAD PINK EVENING BAG,937.25,619,94,2.0357291666666666
VINTAGE BEAD PINK JEWEL BOX,17.0,4,3,4.25
VINTAGE BEAD PINK JEWEL STAND,4.95,1,1,4.95
VINTAGE BEAD PINK PURSE ,1066.6599999999999,979,128,1.466946564885496
VINTAGE BEAD PINK SCARF ,985.8399999999999,451,58,2.9
VINTAGE BEAD PINK SHADE ,16.25,13,2,1.25
VINTAGE BELLS GARLAND,2443.35,821,149,3.24283870967742
VINTAGE BILLBOARD DRINK ME MUG,1380.28,991,177,1.71072625698324
VINTAGE BILLBOARD LOVE/HATE MUG,1890.33,1638,198,1.669396984924623
VINTAGE BILLBOARD MUG ,1184.98,1106,107,1.6324074074074075
VINTAGE BILLBOARD TEA MUG,2250.52,1949,86,1.7434883720930232
VINTAGE BLUE KITCHEN CABINET,3685.0,26,20,146.75
VINTAGE BLUE TINSEL REEL,0.84,2,1,0.42
VINTAGE CARAVAN GIFT WRAP,273.0,650,27,0.42
VINTAGE CARAVAN GREETING CARD ,617.3199999999999,1452,137,0.575036496350365
VINTAGE CHRISTMAS BUNTING,15798.66,2990,401,5.548627450980392
VINTAGE CHRISTMAS CAKE FRILL,4034.08,2500,151,1.9589473684210525
VINTAGE CHRISTMAS GIFT BAG LARGE ,2182.39,1831,105,1.460952380952381
VINTAGE CHRISTMAS GIFT SACK,5964.150000000001,1423,214,4.452293577981651
VINTAGE CHRISTMAS PAPER GIFT BAG,1313.3899999999999,1608,100,0.9070999999999999
VINTAGE CHRISTMAS STOCKING ,6488.2,2390,344,2.9656772334293944
VINTAGE CHRISTMAS TABLECLOTH,5012.96,407,117,13.607881355932204
VINTAGE COFFEE GRINDER BOX,561.23,109,30,6.259333333333333
VINTAGE CREAM 3 BASKET CAKE STAND,4145.389999999999,409,153,11.102941176470589
VINTAGE CREAM CAT FOOD CONTAINER,5396.929999999999,802,316,7.846624605678234
VINTAGE CREAM DOG FOOD CONTAINER,9661.32,1003,416,10.829090909090908
VINTAGE DOILY DELUXE SEWING KIT ,5354.01,809,205,6.812864077669903
VINTAGE DOILY JUMBO BAG RED ,10206.41,4802,259,2.2147709923664123
VINTAGE DOILY TRAVEL SEWING KIT,8497.98,3964,415,2.156320754716981
VINTAGE DONKEY TAIL GAME ,6550.17,1815,252,4.252261904761904
VINTAGE EMBOSSED HEART,1257.68,955,113,1.5479646017699114
VINTAGE ENAMEL & CRYSTAL EARRINGS,134.70000000000002,27,18,5.008333333333334
VINTAGE ENAMEL & CRYSTAL NECKLACE,49.760000000000005,10,4,4.9925
VINTAGE ENGRAVED HEART,75.0,60,4,1.25
VINTAGE GLASS COFFEE CADDY,557.3000000000001,86,26,8.161538461538461
VINTAGE GLASS T-LIGHT HOLDER,1870.0299999999997,2237,149,0.9790131578947369
VINTAGE GLASS TEA CADDY,17.85,3,3,5.95
VINTAGE HEADS AND TAILS CARD GAME ,10504.4,7864,607,1.5057937806873976
VINTAGE JINGLE BELLS HEART,1897.76,228,78,8.462151898734177
VINTAGE JINGLE BELLS WREATH,635.38,76,28,8.549285714285714
VINTAGE KEEPSAKE BOX PARIS DAYS,686.86,112,56,6.938035714285715
VINTAGE KEEPSAKE BOX PINK FLOWER,85.13,19,15,4.426
VINTAGE KEEPSAKE BOX TRAVELOGUE,441.89,82,56,5.576964285714285
VINTAGE KID DOLLY CARD ,1041.94,2478,213,0.5551643192488263
VINTAGE KITCHEN PRINT FRUITS,266.15,85,29,3.9972413793103443
VINTAGE KITCHEN PRINT PUDDINGS,79.05,31,7,2.55
VINTAGE KITCHEN PRINT SEAFOOD,129.63,43,14,3.9771428571428564
VINTAGE KITCHEN PRINT VEGETABLES,165.75,65,12,2.55
VINTAGE LEAF CHOPPING BOARD  ,737.95,149,45,5.451333333333333
VINTAGE LEAF MAGNETIC NOTEPAD,2601.15,1707,274,1.822230215827338
VINTAGE NOTEBOOK BEAUTY GIRL,8.850000000000001,3,2,2.95
VINTAGE NOTEBOOK PARIS DAYS,298.27,107,24,3.1816666666666666
VINTAGE NOTEBOOK TRAVELOGUE,105.73,38,13,2.6350000000000002
VINTAGE PAISLEY STATIONERY SET,3510.72,1901,436,2.065475113122172
VINTAGE PHOTO ALBUM PARIS DAYS,50.8,8,3,6.349999999999999
VINTAGE PINK DECORATIVE PARASOL,489.74,88,24,8.200000000000001
VINTAGE POST OFFICE CABINET,607.6500000000001,11,2,66.36
VINTAGE RED ENAMEL TRIM JUG ,2231.61,595,136,4.0433088235294115
